2023-05-04 13:47:21,024; CRITICAL; MainThread          ; logger    ; <module>                 ( 45); PROGRAM START
2023-05-04 13:49:50,155; INFO    ; GR3_DOWN            ; actuator  ; run_to_encoder_value     (163); GR3_DOWN :Actuator running to value: 1900, at: GR3_VERTICAL_ENCODER
2023-05-04 13:49:50,158; INFO    ; GR3_DOWN            ; actuator  ; start                    (274); GR3_DOWN :Started actuator
2023-05-04 13:49:51,306; INFO    ; GR3_DOWN            ; sensor    ; wait_for_encoder         (174); GR3_VERTICAL_ENCODER :Value reached: 1870
2023-05-04 13:49:51,306; INFO    ; GR3_DOWN            ; actuator  ; run_to_encoder_value     (183); GR3_DOWN :Stopped at: 1870
2023-05-04 13:49:51,307; INFO    ; GR3_DOWN            ; actuator  ; stop                     (284); GR3_DOWN :Stopped actuator
2023-05-04 13:49:51,309; INFO    ; GR3                 ; robot_3d  ; move_all_axes            (249); GR3 :Axes moved to: (r:-, h:-, v:1900)
2023-05-04 13:49:51,310; INFO    ; GR3                 ; robot_3d  ; move_to_position         (207); GR3 :Position reached: (r:-, h:-, v:1900)
2023-05-04 13:49:51,311; WARNING ; GR3                 ; machine   ; switch_state             ( 78); GR3: Switching state to: END
2023-05-04 13:49:51,318; INFO    ; GR3                 ; grip_robot; grip                     ( 65); GR3 :Gripping
2023-05-04 13:49:51,319; INFO    ; GR3                 ; actuator  ; run_to_encoder_value     (163); GR3_CLOSE :Actuator running to value: 12, at: GR3_CLAW_COUNTER
2023-05-04 13:49:51,320; INFO    ; GR3                 ; actuator  ; start                    (274); GR3_CLOSE :Started actuator
2023-05-04 13:49:51,605; INFO    ; GR3                 ; sensor    ; wait_for_encoder         (174); GR3_CLAW_COUNTER :Value reached: 12
2023-05-04 13:49:51,606; INFO    ; GR3                 ; actuator  ; run_to_encoder_value     (183); GR3_CLOSE :Stopped at: 12
2023-05-04 13:49:51,607; INFO    ; GR3                 ; actuator  ; stop                     (284); GR3_CLOSE :Stopped actuator
2023-05-04 13:49:51,607; INFO    ; GR3                 ; robot_3d  ; move_to_position         (170); GR3 :Moving to Position: (r:1870, h:0, v:1800)
2023-05-04 13:49:51,608; WARNING ; GR3                 ; machine   ; switch_state             ( 78); GR3: Switching state to: TO_MOVING_POS
2023-05-04 13:49:51,609; INFO    ; GR3                 ; robot_3d  ; move_all_axes            (219); GR3 :Moving axes to: (r:-, h:-, v:1400)
2023-05-04 13:49:51,624; INFO    ; GR3_UP              ; actuator  ; run_to_encoder_value     (163); GR3_UP :Actuator running to value: 1400, at: GR3_VERTICAL_ENCODER
2023-05-04 13:49:51,625; INFO    ; GR3_UP              ; actuator  ; start                    (274); GR3_UP :Started actuator
2023-05-04 13:49:52,968; INFO    ; GR3_UP              ; sensor    ; wait_for_encoder         (174); GR3_VERTICAL_ENCODER :Value reached: 1432
2023-05-04 13:49:52,974; INFO    ; GR3_UP              ; actuator  ; run_to_encoder_value     (183); GR3_UP :Stopped at: 1432
2023-05-04 13:49:52,975; INFO    ; GR3_UP              ; actuator  ; stop                     (284); GR3_UP :Stopped actuator
2023-05-04 13:49:52,977; INFO    ; GR3                 ; robot_3d  ; move_all_axes            (249); GR3 :Axes moved to: (r:-, h:-, v:1400)
2023-05-04 13:49:52,978; DEBUG   ; GR3                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): CB4_SENS_END
2023-05-04 13:49:52,978; DEBUG   ; GR3                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): CB4_SENS_END
2023-05-04 13:49:52,980; WARNING ; GR3                 ; machine   ; switch_state             ( 78); GR3: Switching state to: MOVING
2023-05-04 13:49:52,981; INFO    ; GR3                 ; robot_3d  ; move_all_axes            (219); GR3 :Moving axes to: (r:1870, h:0, v:-)
2023-05-04 13:49:52,987; INFO    ; GR3_CCW             ; actuator  ; run_to_encoder_value     (163); GR3_CCW :Actuator running to value: 1870, at: GR3_ROTATION_ENCODER
2023-05-04 13:49:52,990; INFO    ; GR3_CCW             ; actuator  ; start                    (274); GR3_CCW :Started actuator
2023-05-04 13:49:52,995; INFO    ; GR3_BWD             ; actuator  ; run_to_encoder_start     (213); GR3_BWD :Actuator running to encoder start
2023-05-04 13:49:52,996; INFO    ; GR3_BWD             ; actuator  ; run_to_sensor            ( 82); GR3_BWD :Actuator running to sensor: GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:52,999; DEBUG   ; GR3_BWD             ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:52,999; INFO    ; GR3_BWD             ; actuator  ; start                    (274); GR3_BWD :Started actuator
2023-05-04 13:49:55,965; INFO    ; GR3_CCW             ; sensor    ; wait_for_encoder         (174); GR3_ROTATION_ENCODER :Value reached: 1732
2023-05-04 13:49:55,967; INFO    ; GR3_CCW             ; actuator  ; set_pwm                  (298); GR3_ROTATION_PWM :Set to 15%
2023-05-04 13:49:55,969; INFO    ; GR3_CCW             ; actuator  ; start                    (274); GR3_CCW :Started actuator
2023-05-04 13:49:56,388; INFO    ; GR3_CCW             ; sensor    ; wait_for_encoder         (174); GR3_ROTATION_ENCODER :Value reached: 1859
2023-05-04 13:49:56,389; INFO    ; GR3_CCW             ; actuator  ; run_to_encoder_value     (183); GR3_CCW :Stopped at: 1859
2023-05-04 13:49:56,390; INFO    ; GR3_CCW             ; actuator  ; stop                     (284); GR3_CCW :Stopped actuator
2023-05-04 13:49:56,390; INFO    ; GR3_CCW             ; actuator  ; set_pwm                  (298); GR3_ROTATION_PWM :Set to 100%
2023-05-04 13:49:57,284; INFO    ; GR3_BWD             ; sensor    ; wait_for_detect          (139); GR3_REF_SW_HORIZONTAL :Detection
2023-05-04 13:49:57,285; INFO    ; GR3_BWD             ; actuator  ; stop                     (284); GR3_BWD :Stopped actuator
2023-05-04 13:49:57,287; DEBUG   ; GR3_BWD             ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:57,372; INFO    ; GR3_BWD             ; sensor    ; reset_encoder            (190); Reset encoder: GR3_HORIZONTAL_COUNTER
2023-05-04 13:49:57,375; INFO    ; GR3                 ; robot_3d  ; move_all_axes            (249); GR3 :Axes moved to: (r:1870, h:0, v:-)
2023-05-04 13:49:57,378; WARNING ; GR3                 ; machine   ; switch_state             ( 78); GR3: Switching state to: TO_DESTINATION
2023-05-04 13:49:57,379; INFO    ; GR3                 ; robot_3d  ; move_all_axes            (219); GR3 :Moving axes to: (r:1870, h:0, v:1800)
2023-05-04 13:49:57,385; INFO    ; GR3_CCW             ; actuator  ; move_axis                (255); GR3_CCW :Axis already at position
2023-05-04 13:49:57,390; INFO    ; GR3_BWD             ; actuator  ; run_to_encoder_start     (213); GR3_BWD :Actuator running to encoder start
2023-05-04 13:49:57,390; INFO    ; GR3_BWD             ; actuator  ; run_to_sensor            ( 82); GR3_BWD :Actuator running to sensor: GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:57,391; DEBUG   ; GR3_BWD             ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:57,392; INFO    ; GR3_BWD             ; actuator  ; run_to_sensor            ( 89); GR3_BWD :Actuator already at sensor: GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:57,393; INFO    ; GR3_BWD             ; actuator  ; stop                     (284); GR3_BWD :Stopped actuator
2023-05-04 13:49:57,394; DEBUG   ; GR3_BWD             ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:57,400; INFO    ; GR3_DOWN            ; actuator  ; run_to_encoder_value     (163); GR3_DOWN :Actuator running to value: 1800, at: GR3_VERTICAL_ENCODER
2023-05-04 13:49:57,400; INFO    ; GR3_DOWN            ; actuator  ; start                    (274); GR3_DOWN :Started actuator
2023-05-04 13:49:57,485; INFO    ; GR3_BWD             ; sensor    ; reset_encoder            (190); Reset encoder: GR3_HORIZONTAL_COUNTER
2023-05-04 13:49:58,305; INFO    ; GR3_DOWN            ; sensor    ; wait_for_encoder         (174); GR3_VERTICAL_ENCODER :Value reached: 1769
2023-05-04 13:49:58,306; INFO    ; GR3_DOWN            ; actuator  ; run_to_encoder_value     (183); GR3_DOWN :Stopped at: 1769
2023-05-04 13:49:58,307; INFO    ; GR3_DOWN            ; actuator  ; stop                     (284); GR3_DOWN :Stopped actuator
2023-05-04 13:49:58,308; INFO    ; GR3                 ; robot_3d  ; move_all_axes            (249); GR3 :Axes moved to: (r:1870, h:0, v:1800)
2023-05-04 13:49:58,309; INFO    ; GR3                 ; robot_3d  ; move_to_position         (207); GR3 :Position reached: (r:1870, h:0, v:1800)
2023-05-04 13:49:58,310; WARNING ; GR3                 ; machine   ; switch_state             ( 78); GR3: Switching state to: END
2023-05-04 13:49:58,310; INFO    ; GR3                 ; grip_robot; release                  ( 86); GR3 :Releasing
2023-05-04 13:49:58,311; INFO    ; GR3                 ; actuator  ; run_to_encoder_value     (163); GR3_OPEN :Actuator running to value: 9, at: GR3_CLAW_COUNTER
2023-05-04 13:49:58,312; INFO    ; GR3                 ; actuator  ; start                    (274); GR3_OPEN :Started actuator
2023-05-04 13:49:58,628; INFO    ; GR3                 ; sensor    ; wait_for_encoder         (174); GR3_CLAW_COUNTER :Value reached: 9
2023-05-04 13:49:58,629; INFO    ; GR3                 ; actuator  ; run_to_encoder_value     (183); GR3_OPEN :Stopped at: 9
2023-05-04 13:49:58,630; INFO    ; GR3                 ; actuator  ; stop                     (284); GR3_OPEN :Stopped actuator
2023-05-04 13:49:58,640; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: CB5
2023-05-04 13:49:58,642; WARNING ; GR3_INIT            ; machine   ; switch_state             ( 78); GR3: Switching state to: INIT
2023-05-04 13:49:58,643; INFO    ; GR3_INIT            ; robot_3d  ; init                     (101); Initializing GR3, moving to init position
2023-05-04 13:49:58,645; INFO    ; GR3_INIT            ; robot_3d  ; move_all_axes            (219); GR3 :Moving axes to: (r:-, h:0, v:0)
2023-05-04 13:49:58,655; INFO    ; GR3_BWD             ; actuator  ; run_to_encoder_start     (213); GR3_BWD :Actuator running to encoder start
2023-05-04 13:49:58,656; INFO    ; GR3_BWD             ; actuator  ; run_to_sensor            ( 82); GR3_BWD :Actuator running to sensor: GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:58,658; INFO    ; GR3_UP              ; actuator  ; run_to_encoder_start     (213); GR3_UP :Actuator running to encoder start
2023-05-04 13:49:58,660; DEBUG   ; GR3_BWD             ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:58,661; INFO    ; GR3_UP              ; actuator  ; run_to_sensor            ( 82); GR3_UP :Actuator running to sensor: GR3_REF_SW_VERTICAL
2023-05-04 13:49:58,663; DEBUG   ; MainThread          ; conveyor  ; __init__                 ( 42); Created Conveyor: CB5
2023-05-04 13:49:58,663; INFO    ; GR3_BWD             ; actuator  ; run_to_sensor            ( 89); GR3_BWD :Actuator already at sensor: GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:58,665; DEBUG   ; GR3_UP              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR3_REF_SW_VERTICAL
2023-05-04 13:49:58,666; INFO    ; GR3_BWD             ; actuator  ; stop                     (284); GR3_BWD :Stopped actuator
2023-05-04 13:49:58,669; DEBUG   ; GR3_BWD             ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:58,667; INFO    ; GR3_UP              ; actuator  ; start                    (274); GR3_UP :Started actuator
2023-05-04 13:49:58,690; WARNING ; CB5                 ; machine   ; switch_state             ( 78); CB5: Switching state to: RUN
2023-05-04 13:49:58,691; DEBUG   ; CB5                 ; actuator  ; __init__                 ( 59); Created Actuator: CB5
2023-05-04 13:49:58,692; INFO    ; CB5                 ; actuator  ; run_to_sensor            ( 82); CB5_FWD :Actuator running to sensor: CB5_SENS_END
2023-05-04 13:49:58,693; DEBUG   ; CB5                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): CB5_SENS_END
2023-05-04 13:49:58,694; INFO    ; CB5                 ; actuator  ; start                    (274); CB5_FWD :Started actuator
2023-05-04 13:49:58,742; INFO    ; GR3_BWD             ; sensor    ; reset_encoder            (190); Reset encoder: GR3_HORIZONTAL_COUNTER
2023-05-04 13:50:02,364; INFO    ; CB5                 ; sensor    ; wait_for_detect          (139); CB5_SENS_END :Detection
2023-05-04 13:50:02,366; INFO    ; CB5                 ; actuator  ; stop                     (284); CB5_FWD :Stopped actuator
2023-05-04 13:50:02,367; DEBUG   ; CB5                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): CB5_SENS_END
2023-05-04 13:50:02,368; WARNING ; CB5                 ; machine   ; switch_state             ( 78); CB5: Switching state to: END
2023-05-04 13:50:02,369; DEBUG   ; CB5                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: CB5
2023-05-04 13:50:02,393; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: SL
2023-05-04 13:50:02,395; WARNING ; CB5                 ; machine   ; switch_state             ( 78); CB5: Switching state to: RUN
2023-05-04 13:50:02,396; DEBUG   ; CB5                 ; actuator  ; __init__                 ( 59); Created Actuator: CB5
2023-05-04 13:50:02,397; INFO    ; CB5                 ; actuator  ; run_to_sensor            ( 82); CB5_FWD :Actuator running to sensor: SL_CB_SENS_START
2023-05-04 13:50:02,398; DEBUG   ; CB5                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): SL_CB_SENS_START
2023-05-04 13:50:02,399; INFO    ; CB5                 ; actuator  ; start                    (274); CB5_FWD :Started actuator
2023-05-04 13:50:02,415; DEBUG   ; MainThread          ; sort_line ; __init__                 ( 41); Created Sorting Line: SL
2023-05-04 13:50:02,438; WARNING ; SL                  ; machine   ; switch_state             ( 78); SL: Switching state to: COLOR_SENSING
2023-05-04 13:50:02,439; DEBUG   ; SL                  ; conveyor  ; __init__                 ( 42); Created Conveyor: SL_CB_FWD
2023-05-04 13:50:02,440; WARNING ; SL                  ; machine   ; switch_state             ( 78); SL_CB_FWD: Switching state to: RUN
2023-05-04 13:50:02,442; DEBUG   ; SL                  ; actuator  ; __init__                 ( 59); Created Actuator: SL_CB_FWD
2023-05-04 13:50:02,443; INFO    ; SL                  ; actuator  ; run_to_sensor            ( 82); SL_CB_FWD :Actuator running to sensor: SL_CB_SENS_PISTON
2023-05-04 13:50:02,444; DEBUG   ; SL                  ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): SL_CB_SENS_PISTON
2023-05-04 13:50:02,445; INFO    ; SL                  ; actuator  ; start                    (274); SL_CB_FWD :Started actuator
2023-05-04 13:50:03,504; INFO    ; GR3_UP              ; sensor    ; wait_for_detect          (139); GR3_REF_SW_VERTICAL :Detection
2023-05-04 13:50:03,505; INFO    ; GR3_UP              ; actuator  ; stop                     (284); GR3_UP :Stopped actuator
2023-05-04 13:50:03,506; DEBUG   ; GR3_UP              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): GR3_REF_SW_VERTICAL
2023-05-04 13:50:03,677; INFO    ; GR3_UP              ; sensor    ; reset_encoder            (190); Reset encoder: GR3_VERTICAL_ENCODER
2023-05-04 13:50:03,678; INFO    ; GR3_INIT            ; robot_3d  ; move_all_axes            (249); GR3 :Axes moved to: (r:-, h:0, v:0)
2023-05-04 13:50:03,680; INFO    ; GR3_INIT            ; robot_3d  ; move_all_axes            (219); GR3 :Moving axes to: (r:0, h:-, v:-)
2023-05-04 13:50:03,685; INFO    ; GR3_CW              ; actuator  ; run_to_encoder_start     (213); GR3_CW :Actuator running to encoder start
2023-05-04 13:50:03,688; INFO    ; GR3_CW              ; actuator  ; run_to_sensor            ( 82); GR3_CW :Actuator running to sensor: GR3_REF_SW_ROTATION
2023-05-04 13:50:03,691; DEBUG   ; GR3_CW              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR3_REF_SW_ROTATION
2023-05-04 13:50:03,693; INFO    ; GR3_CW              ; actuator  ; start                    (274); GR3_CW :Started actuator
2023-05-04 13:50:04,225; INFO    ; CB5                 ; sensor    ; wait_for_detect          (139); SL_CB_SENS_START :Detection
2023-05-04 13:50:04,226; INFO    ; CB5                 ; actuator  ; stop                     (284); CB5_FWD :Stopped actuator
2023-05-04 13:50:04,227; DEBUG   ; CB5                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): SL_CB_SENS_START
2023-05-04 13:50:04,229; WARNING ; CB5                 ; machine   ; switch_state             ( 78); CB5: Switching state to: END
2023-05-04 13:50:04,230; DEBUG   ; CB5                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: CB5
2023-05-04 13:50:07,144; INFO    ; SL                  ; sensor    ; wait_for_detect          (139); SL_CB_SENS_PISTON :Detection
2023-05-04 13:50:07,146; INFO    ; SL                  ; actuator  ; stop                     (284); SL_CB_FWD :Stopped actuator
2023-05-04 13:50:07,147; DEBUG   ; SL                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): SL_CB_SENS_PISTON
2023-05-04 13:50:07,148; WARNING ; SL                  ; machine   ; switch_state             ( 78); SL_CB_FWD: Switching state to: END
2023-05-04 13:50:07,149; DEBUG   ; SL                  ; actuator  ; __del__                  ( 63); Destroyed Actuator: SL_CB_FWD
2023-05-04 13:50:07,150; INFO    ; SL                  ; sort_line ; run                      ( 69); SL :Color detected: WHITE
2023-05-04 13:50:07,151; WARNING ; SL                  ; machine   ; switch_state             ( 78); SL: Switching state to: SORTING
2023-05-04 13:50:07,152; DEBUG   ; SL                  ; actuator  ; __init__                 ( 59); Created Actuator: SL_COMPRESSOR
2023-05-04 13:50:07,153; WARNING ; SL                  ; machine   ; switch_state             ( 78); SL_CB_FWD: Switching state to: RUN
2023-05-04 13:50:07,154; DEBUG   ; SL                  ; sensor    ; __init__                 ( 66); Created Sensor(COUNTER): SL_CB_COUNTER
2023-05-04 13:50:07,170; DEBUG   ; MainThread          ; conveyor  ; __del__                  ( 46); Destroyed Conveyor: CB5
2023-05-04 13:50:07,171; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: VG2
2023-05-04 13:50:07,193; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(ENCODER): VG2_ROTATION_ENCODER
2023-05-04 13:50:07,194; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(ENCODER): VG2_HORIZONTAL_ENCODER
2023-05-04 13:50:07,194; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(ENCODER): VG2_VERTICAL_ENCODER
2023-05-04 13:50:07,195; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG2_rotation
2023-05-04 13:50:07,195; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG2_horizontal
2023-05-04 13:50:07,196; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG2_vertical
2023-05-04 13:50:07,196; DEBUG   ; MainThread          ; robot_3d  ; __init__                 ( 81); Created 3D Robot: VG2
2023-05-04 13:50:07,197; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG2_COMPRESSOR
2023-05-04 13:50:07,197; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG2_VALVE_VACUUM
2023-05-04 13:50:07,198; DEBUG   ; MainThread          ; vac_robot ; __init__                 ( 40); Created Vacuum Robot: VG2
2023-05-04 13:50:07,201; DEBUG   ; MainThread          ; sort_line ; __init__                 ( 41); Created Sorting Line: SL
2023-05-04 13:50:07,200; WARNING ; VG2_INIT            ; machine   ; switch_state             ( 78); VG2: Switching state to: INIT
2023-05-04 13:50:07,202; INFO    ; VG2_INIT            ; robot_3d  ; init                     (101); Initializing VG2, moving to init position
2023-05-04 13:50:07,204; INFO    ; VG2_INIT            ; robot_3d  ; move_all_axes            (219); VG2 :Moving axes to: (r:-, h:0, v:0)
2023-05-04 13:50:07,214; INFO    ; VG2_UP              ; actuator  ; run_to_encoder_start     (213); VG2_UP :Actuator running to encoder start
2023-05-04 13:50:07,215; INFO    ; VG2_BWD             ; actuator  ; run_to_encoder_start     (213); VG2_BWD :Actuator running to encoder start
2023-05-04 13:50:07,216; INFO    ; VG2_UP              ; actuator  ; run_to_sensor            ( 82); VG2_UP :Actuator running to sensor: VG2_REF_SW_VERTICAL
2023-05-04 13:50:07,219; DEBUG   ; VG2_UP              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG2_REF_SW_VERTICAL
2023-05-04 13:50:07,218; INFO    ; VG2_BWD             ; actuator  ; run_to_sensor            ( 82); VG2_BWD :Actuator running to sensor: VG2_REF_SW_HORIZONTAL
2023-05-04 13:50:07,220; INFO    ; VG2_UP              ; actuator  ; run_to_sensor            ( 89); VG2_UP :Actuator already at sensor: VG2_REF_SW_VERTICAL
2023-05-04 13:50:07,222; DEBUG   ; VG2_BWD             ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG2_REF_SW_HORIZONTAL
2023-05-04 13:50:07,223; INFO    ; VG2_UP              ; actuator  ; stop                     (284); VG2_UP :Stopped actuator
2023-05-04 13:50:07,227; DEBUG   ; VG2_UP              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): VG2_REF_SW_VERTICAL
2023-05-04 13:50:07,225; INFO    ; SL                  ; sensor    ; reset_encoder            (190); Reset encoder: SL_CB_COUNTER
2023-05-04 13:50:07,229; DEBUG   ; SL                  ; actuator  ; __init__                 ( 59); Created Actuator: SL_CB_FWD
2023-05-04 13:50:07,229; INFO    ; SL                  ; actuator  ; run_to_encoder_value     (163); SL_CB_FWD :Actuator running to value: 3, at: SL_CB_COUNTER
2023-05-04 13:50:07,231; INFO    ; SL                  ; actuator  ; start                    (274); SL_CB_FWD :Started actuator
2023-05-04 13:50:07,226; INFO    ; VG2_BWD             ; actuator  ; run_to_sensor            ( 89); VG2_BWD :Actuator already at sensor: VG2_REF_SW_HORIZONTAL
2023-05-04 13:50:07,235; INFO    ; VG2_BWD             ; actuator  ; stop                     (284); VG2_BWD :Stopped actuator
2023-05-04 13:50:07,236; DEBUG   ; VG2_BWD             ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): VG2_REF_SW_HORIZONTAL
2023-05-04 13:50:07,310; INFO    ; VG2_UP              ; sensor    ; reset_encoder            (190); Reset encoder: VG2_VERTICAL_ENCODER
2023-05-04 13:50:07,341; INFO    ; VG2_BWD             ; sensor    ; reset_encoder            (190); Reset encoder: VG2_HORIZONTAL_ENCODER
2023-05-04 13:50:07,344; INFO    ; VG2_INIT            ; robot_3d  ; move_all_axes            (249); VG2 :Axes moved to: (r:-, h:0, v:0)
2023-05-04 13:50:07,345; INFO    ; VG2_INIT            ; robot_3d  ; move_all_axes            (219); VG2 :Moving axes to: (r:0, h:-, v:-)
2023-05-04 13:50:07,351; INFO    ; VG2_CW              ; actuator  ; run_to_encoder_start     (213); VG2_CW :Actuator running to encoder start
2023-05-04 13:50:07,356; INFO    ; VG2_CW              ; actuator  ; run_to_sensor            ( 82); VG2_CW :Actuator running to sensor: VG2_REF_SW_ROTATION
2023-05-04 13:50:07,359; DEBUG   ; VG2_CW              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG2_REF_SW_ROTATION
2023-05-04 13:50:07,362; INFO    ; VG2_CW              ; actuator  ; run_to_sensor            ( 89); VG2_CW :Actuator already at sensor: VG2_REF_SW_ROTATION
2023-05-04 13:50:07,367; INFO    ; VG2_CW              ; actuator  ; stop                     (284); VG2_CW :Stopped actuator
2023-05-04 13:50:07,371; DEBUG   ; VG2_CW              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): VG2_REF_SW_ROTATION
2023-05-04 13:50:07,457; INFO    ; VG2_CW              ; sensor    ; reset_encoder            (190); Reset encoder: VG2_ROTATION_ENCODER
2023-05-04 13:50:07,460; INFO    ; VG2_INIT            ; robot_3d  ; move_all_axes            (249); VG2 :Axes moved to: (r:0, h:-, v:-)
2023-05-04 13:50:07,473; INFO    ; VG2                 ; robot_3d  ; move_to_position         (170); VG2 :Moving to Position: (r:0, h:1450, v:1400)
2023-05-04 13:50:07,475; WARNING ; VG2                 ; machine   ; switch_state             ( 78); VG2: Switching state to: TO_MOVING_POS
2023-05-04 13:50:07,478; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (219); VG2 :Moving axes to: (r:0, h:-, v:400)
2023-05-04 13:50:07,483; INFO    ; VG2_CW              ; actuator  ; run_to_encoder_start     (213); VG2_CW :Actuator running to encoder start
2023-05-04 13:50:07,485; INFO    ; VG2_CW              ; actuator  ; run_to_sensor            ( 82); VG2_CW :Actuator running to sensor: VG2_REF_SW_ROTATION
2023-05-04 13:50:07,487; DEBUG   ; VG2_CW              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG2_REF_SW_ROTATION
2023-05-04 13:50:07,489; INFO    ; VG2_CW              ; actuator  ; run_to_sensor            ( 89); VG2_CW :Actuator already at sensor: VG2_REF_SW_ROTATION
2023-05-04 13:50:07,495; INFO    ; VG2_CW              ; actuator  ; stop                     (284); VG2_CW :Stopped actuator
2023-05-04 13:50:07,496; DEBUG   ; VG2_CW              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): VG2_REF_SW_ROTATION
2023-05-04 13:50:07,498; INFO    ; VG2_DOWN            ; actuator  ; run_to_encoder_value     (163); VG2_DOWN :Actuator running to value: 400, at: VG2_VERTICAL_ENCODER
2023-05-04 13:50:07,500; INFO    ; VG2_DOWN            ; actuator  ; start                    (274); VG2_DOWN :Started actuator
2023-05-04 13:50:07,570; INFO    ; VG2_CW              ; sensor    ; reset_encoder            (190); Reset encoder: VG2_ROTATION_ENCODER
2023-05-04 13:50:07,648; INFO    ; SL                  ; sensor    ; wait_for_encoder         (174); SL_CB_COUNTER :Value reached: 3
2023-05-04 13:50:07,649; INFO    ; SL                  ; actuator  ; run_to_encoder_value     (183); SL_CB_FWD :Stopped at: 3
2023-05-04 13:50:07,650; INFO    ; SL                  ; actuator  ; stop                     (284); SL_CB_FWD :Stopped actuator
2023-05-04 13:50:07,651; DEBUG   ; SL                  ; actuator  ; __del__                  ( 63); Destroyed Actuator: SL_CB_FWD
2023-05-04 13:50:07,652; WARNING ; SL                  ; machine   ; switch_state             ( 78); SL_CB_FWD: Switching state to: END
2023-05-04 13:50:07,653; DEBUG   ; SL                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(COUNTER): SL_CB_COUNTER
2023-05-04 13:50:07,654; DEBUG   ; SL                  ; conveyor  ; __del__                  ( 46); Destroyed Conveyor: SL_CB_FWD
2023-05-04 13:50:07,655; INFO    ; SL                  ; actuator  ; start                    (274); SL_COMPRESSOR :Started actuator
2023-05-04 13:50:07,856; DEBUG   ; SL                  ; actuator  ; __init__                 ( 59); Created Actuator: SL_VALVE_PISTON_WHITE
2023-05-04 13:50:07,856; INFO    ; SL                  ; actuator  ; run_for_time             (122); SL_VALVE_PISTON_WHITE :Actuator running for time: 0.5
2023-05-04 13:50:07,857; INFO    ; SL                  ; actuator  ; start                    (274); SL_VALVE_PISTON_WHITE :Started actuator
2023-05-04 13:50:08,204; INFO    ; GR3_CW              ; sensor    ; wait_for_detect          (139); GR3_REF_SW_ROTATION :Detection
